0.000244 0.000221 0.000196 0.000170 0.000135 0.000108 \n
0.002633 0.002410 0.002169 0.001862 0.001461 0.001017 \n
0.028937 0.026658 0.024008 0.020778 0.016333 0.011311 \n
0.314527 0.221865 0.201641 0.175542 0.139657 0.095655 \n
2.676522 2.482064 2.355194 2.064801 1.666708 1.185253 \n
