0.000178 0.000173 0.000170 0.000172 0.000168 0.000166 \n
0.000757 0.000727 0.000700 0.000662 0.000600 0.000529 \n
0.006284 0.005805 0.005969 0.005703 0.005042 0.004369 \n
0.051307 0.040832 0.043227 0.041343 0.038717 0.036245 \n
0.489484 0.460353 0.529953 0.533783 0.483105 0.421051 \n
