0.002688 0.002654 0.000215 0.002719 0.002671 \n
0.001488 0.003138 0.000662 0.003069 0.003020 \n
0.008167 0.007632 0.004959 0.004683 0.006536 \n
0.049874 0.040048 0.042948 0.044660 0.040787 \n
0.395792 0.464313 0.443783 0.424266 0.487464 \n
